Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,South Carolina,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,89.6,79.1-95.1,79,0
Jurisdictional Estimates,South Dakota,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,41.2,37.5-45.0,805,0
Jurisdictional Estimates,South Dakota,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,79.7,76.3-82.7,784,0
Jurisdictional Estimates,South Dakota,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,76.8,73.3-79.9,796,0
Jurisdictional Estimates,South Dakota,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,41.7,38.1-45.5,798,0
Jurisdictional Estimates,South Dakota,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,93.3,91.3-94.9,808,0
Jurisdictional Estimates,South Dakota,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,16.5,11.4-23.1,196,0
Jurisdictional Estimates,South Dakota,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,13.6,8.9-20.2,171,0
Jurisdictional Estimates,South Dakota,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,24.5,18.6-31.6,193,0
Jurisdictional Estimates,South Dakota,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,22.4,16.8-29.2,194,0
Jurisdictional Estimates,South Dakota,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,89.6,83.5-93.6,194,0
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,35.2,23.5-49.1,61,0
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,21.1,11.6-35.1,52,0
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,45.8,33.1-59.1,61,0
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,23,13.5-36.5,61,0
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,90.6,78.4-96.2,61,0
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,3,1.1-8.1,120,0
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,3.3,1.0-9.9,105,0
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,7.5,3.9-14.2,116,0
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,21.3,14.6-30.0,118,0
Jurisdictional Estimates,South Dakota,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,88.5,79.7-93.8,117,0
Jurisdictional Estimates,Tennessee,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,56.3,50.9-61.6,617,0
Jurisdictional Estimates,Tennessee,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,74,68.5-78.8,592,0
Jurisdictional Estimates,Tennessee,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,73.4,68.2-78.1,610,0
Jurisdictional Estimates,Tennessee,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,41.4,36.1-46.9,614,0
Jurisdictional Estimates,Tennessee,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,87.2,82.8-90.7,616,0
Jurisdictional Estimates,Tennessee,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,29.5,22.4-37.8,186,0
Jurisdictional Estimates,Tennessee,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,11,6.2-18.7,146,0
Jurisdictional Estimates,Tennessee,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,20.2,14.4-27.6,184,0
Jurisdictional Estimates,Tennessee,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,22,15.6-30.0,187,0
Jurisdictional Estimates,Tennessee,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,87.2,80.2-92.0,184,0
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,46.8,32.8-61.4,60,0
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,2.5,0.6-10.4,44,0
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,25.1,15.0-38.9,63,0
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,21.1,11.7-35.0,61,0
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,83,69.6-91.2,63,0
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,10.8,5.7-19.6,102,0
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,4.5,1.3-14.0,80,0
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,15.2,8.6-25.4,98,0
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,16.9,9.6-28.1,102,0
Jurisdictional Estimates,Tennessee,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,93.1,84.0-97.2,97,0
Jurisdictional Estimates,Texas,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,60.3,57.2-63.3,3058,0
Jurisdictional Estimates,Texas,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,74,71.0-76.8,2944,0
Jurisdictional Estimates,Texas,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,80.8,78.2-83.2,3037,0
Jurisdictional Estimates,Texas,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,43.3,40.2-46.4,3046,0
Jurisdictional Estimates,Texas,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,82.4,79.9-84.6,3061,0
Jurisdictional Estimates,Texas,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,32.1,27.1-37.6,595,0
Jurisdictional Estimates,Texas,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,19.3,14.7-25.0,495,0
Jurisdictional Estimates,Texas,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,29,24.1-34.4,586,0
Jurisdictional Estimates,Texas,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,28,23.1-33.4,598,0
Jurisdictional Estimates,Texas,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,87,82.6-90.4,582,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,62.2,45.8-76.2,77,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,67,50.6-80.1,67,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,66.8,50.8-79.6,76,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,39.1,25.0-55.3,78,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,88.1,78.3-93.9,78,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,43.8,34.6-53.4,216,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,24.4,16.3-34.8,170,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,35.1,26.7-44.5,210,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,34.1,25.6-43.8,218,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,85.3,76.5-91.2,211,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,15.1,10.2-21.7,302,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,4.1,1.6-10.0,261,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,16.3,11.3-23.0,297,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,21.4,15.7-28.4,301,0
Jurisdictional Estimates,Texas,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,88,81.5-92.5,294,0
Jurisdictional Estimates,Utah,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,44.2,37.6-51.1,374,0
Jurisdictional Estimates,Utah,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,85.4,80.2-89.5,365,0
Jurisdictional Estimates,Utah,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,74.3,67.6-79.9,373,0
Jurisdictional Estimates,Utah,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,38.3,31.9-45.1,373,0
Jurisdictional Estimates,Utah,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,89.1,83.8-92.8,375,0
Jurisdictional Estimates,Utah,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,15.9,8.3-28.4,68,0
Jurisdictional Estimates,Utah,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,14.6,7.0-28.0,63,0
Jurisdictional Estimates,Utah,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,41.9,28.8-56.4,68,0
Jurisdictional Estimates,Utah,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,21.6,12.1-35.5,68,0
Jurisdictional Estimates,Utah,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,84.4,71.6-92.1,66,0
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,7.4,1.8-26.1,37,0
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,0,,34,0
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,25.9,12.3-46.6,37,0
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,18.8,8.3-37.2,37,0
Jurisdictional Estimates,Utah,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,93.3,80.3-97.9,35,0
Jurisdictional Estimates,Virginia,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,52,47.6-56.3,1373,0
Jurisdictional Estimates,Virginia,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,78.9,74.8-82.5,1323,0
Jurisdictional Estimates,Virginia,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,82.6,78.8-85.9,1369,0
Jurisdictional Estimates,Virginia,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,42.9,38.6-47.3,1361,0
Jurisdictional Estimates,Virginia,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,84,80.4-87.0,1377,0
Jurisdictional Estimates,Virginia,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,28.7,20.4-38.7,124,0
Jurisdictional Estimates,Virginia,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,16.2,9.2-26.9,94,0
Jurisdictional Estimates,Virginia,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,27.7,19.5-37.8,122,0
Jurisdictional Estimates,Virginia,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,25.2,17.6-34.7,125,0
Jurisdictional Estimates,Virginia,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,89.4,81.3-94.3,117,0
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,,,,1
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,35.3,21.6-52.0,49,0
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,27.9,13.6-48.6,36,0
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,40.7,25.8-57.4,48,0
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,25.5,14.2-41.5,49,0
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,83.8,68.1-92.6,46,0
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,August 1 – August 28,Monthly,14.6,6.9-28.2,58,0
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,August 1 – August 28,Monthly,0.3,0.0-2.4,45,0
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,August 1 – August 28,Monthly,14.6,7.1-27.9,57,0
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,August 1 – August 28,Monthly,23.2,13.3-37.2,58,0
Jurisdictional Estimates,Virginia,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,August 1 – August 28,Monthly,94.8,82.9-98.6,53,0
