PUMA Code,PUMA Name,State,Estimated hesitant,Estimated unsure or hesitant,Estimated strongly hesitant,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White
1902200,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties",Iowa,13.68,19.83,8.18,0.0535,0.0013,0.0147,0.0243,0.0023,0.8854
1902300,"Des Moines, Lee, Henry & Louisa Counties",Iowa,13.34,19.44,8.08,0.05,0.0027,0.0135,0.0358,0.0001,0.8762
2000100,Northwest Kansas,Kansas,15.04,20.37,9.19,0.0656,0.0035,0.0071,0.011,0.0013,0.8957
2000200,North Central Kansas--Salina City,Kansas,14.7,19.8,9.03,0.0633,0.0049,0.011,0.0172,0.0003,0.8826
2000300,"Riley, Geary & Pottawatomie Counties--Manhattan City",Kansas,15.65,22.56,9.47,0.0977,0.006,0.0367,0.082,0.0037,0.7382
2000400,Northeast Kansas,Kansas,16.37,21.84,10.1,0.0557,0.0054,0.0102,0.0621,0.0007,0.8307
2000500,Wyandotte County--Kansas City,Kansas,16.1,22.98,9.89,0.2889,0.0031,0.0455,0.2171,0.0021,0.4088
2000601,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities",Kansas,11.51,15.09,6.87,0.0637,0.0013,0.0365,0.0527,0,0.817
2000602,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam Cities",Kansas,12.07,15.88,7.19,0.0859,0.0025,0.0258,0.0479,0.0005,0.8145
2000603,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities",Kansas,13.64,17.91,8.24,0.1111,0.0027,0.0334,0.0555,0.0002,0.767
2000604,Johnson County (Southeast)--Blue Valley Region,Kansas,9.47,12.01,5.69,0.0399,0.0015,0.105,0.028,0.0004,0.8048
2000700,Douglas County--Lawrence City,Kansas,13.57,19.01,8.25,0.0628,0.0219,0.0522,0.0412,0.0001,0.784
2000801,Shawnee County (Central)--Topeka City,Kansas,16.3,22.65,10.02,0.1735,0.0094,0.01,0.1179,0.0003,0.6512
2000802,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties",Kansas,14.59,19.4,8.92,0.0519,0.0183,0.0152,0.0258,0.0002,0.8641
2000900,Flint Hills Region--Emporia City,Kansas,14.48,19.76,8.85,0.0945,0.0068,0.0123,0.015,0.0001,0.8394
2001000,Central Kansas--Hutchinson City,Kansas,15.42,20.65,9.56,0.0818,0.0068,0.0061,0.0215,0.0002,0.8609
2001100,South Central Kansas,Kansas,15.67,21.22,9.71,0.1017,0.009,0.004,0.0145,0.0006,0.8486
2001200,"Southwest Kansas--Dodge City, Garden City & Liberal City",Kansas,15.14,20.83,9.32,0.4663,0.0039,0.0198,0.0209,0.0003,0.4744
2001301,Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities,Kansas,14.49,19.09,8.93,0.1264,0.0037,0.0184,0.0241,0.0006,0.8018
2001302,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast),Kansas,13.67,18.41,8.3,0.0708,0.0067,0.0482,0.1169,0.0006,0.7265
2001303,Sedgwick County (Central)--Wichita City (Central),Kansas,18.38,25.76,11.21,0.2477,0.0071,0.0252,0.0972,0.0003,0.5739
2001304,Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities,Kansas,15.22,20.61,9.19,0.1216,0.0072,0.0546,0.0685,0.0003,0.7051
2001400,East Central Kansas,Kansas,15.6,20.68,9.63,0.0327,0.0065,0.0053,0.0128,0.0003,0.9183
2001500,Southeast Kansas,Kansas,16.75,22.83,10.35,0.0527,0.0138,0.0092,0.0289,0.001,0.8521
2100100,Purchase Area Development District,Kentucky,17.92,22.9,11.71,0.0313,0.0028,0.0068,0.0624,0.0013,0.8756
2100200,Pennyrile Area Development District (North),Kentucky,19.72,25.32,13.14,0.019,0.0017,0.0049,0.0478,0.0003,0.9103
2100300,Pennyrile Area Development District (South),Kentucky,20.48,27.04,13.64,0.0619,0.0041,0.0116,0.1686,0.0026,0.7287
2100400,Barren River Area Development District (Outer),Kentucky,20.53,26.37,13.75,0.0249,0.002,0.0039,0.0388,0.0001,0.9133
2100500,Barren River Area Development District (Central)--Warren County,Kentucky,16.94,22.41,10.91,0.0536,0.0034,0.04,0.0885,0.0037,0.7837
2100600,Lake Cumberland Area Development District (West),Kentucky,20.81,27.01,13.71,0.0245,0.0017,0.0058,0.0219,0,0.9283
2100700,Lake Cumberland Area Development District (East),Kentucky,20.59,26.23,13.64,0.0266,0.0025,0.0063,0.0191,0,0.932
2100800,Cumberland Valley Area Development District (North),Kentucky,22.1,27.96,15.03,0.0149,0.0042,0.0023,0.0112,0.0001,0.9565
2100900,Cumberland Valley Area Development District (South),Kentucky,22.1,28.64,14.9,0.0115,0.0034,0.0027,0.0157,0.0004,0.9533
2101000,Kentucky River Area Development District,Kentucky,21.81,28.3,14.63,0.0079,0.0016,0.004,0.0108,0.0007,0.9646
2101100,Big Sandy Area Development District,Kentucky,21.46,27.78,14.49,0.0092,0.0008,0.0057,0.0108,0.0003,0.9677
2101200,Lincoln Trail Area Development District (East),Kentucky,19.41,24.47,12.77,0.0277,0.0008,0.0053,0.0493,0.0005,0.8976
2101300,Lincoln Trail Area Development District (West),Kentucky,19.51,25.2,12.73,0.0443,0.003,0.0148,0.0808,0.0019,0.8201
2101400,Green River Area Development District (Southwest),Kentucky,19.24,24.29,12.67,0.0289,0.0015,0.0033,0.0564,0.0002,0.8877
2101500,Green River Area Development District (Northeast)--Daviess & Hancock Counties,Kentucky,17.47,22.36,11.4,0.03,0.0016,0.0163,0.0403,0.0001,0.8861
2101600,KIPDA Area Development District (Southeast),Kentucky,17.57,21.88,11.33,0.0241,0.002,0.0068,0.0169,0.0005,0.9321
2101701,KIPDA Area Development District (West)--Louisville/Jefferson County (Northwest),Kentucky,20.28,28.19,13.29,0.0316,0.003,0.007,0.587,0.0008,0.3382
2101702,KIPDA Area Development District (West)--Louisville/Jefferson County (North Central),Kentucky,13.72,17.51,8.5,0.027,0.0005,0.0179,0.0945,0.0001,0.8396
2101703,KIPDA Area Development District (West)--Louisville/Jefferson County (Northeast),Kentucky,11.8,14.56,7.39,0.0416,0.0012,0.0474,0.097,0.0007,0.7845
2101704,KIPDA Area Development District (West)--Louisville/Jefferson County (Southeast),Kentucky,13.3,17.02,8.33,0.0441,0.0017,0.0425,0.1182,0.0003,0.7693
2101705,KIPDA Area Development District (West)--Louisville/Jefferson County (South Central),Kentucky,16.75,21.73,10.62,0.1009,0.0019,0.0244,0.2457,0.0002,0.6043
2101706,KIPDA Area Development District (West)--Louisville/Jefferson County (Southwest),Kentucky,19.47,25.41,12.51,0.0742,0.0006,0.0318,0.1472,0.0008,0.7167
2101800,KIPDA Area Development District (Northeast),Kentucky,17.03,20.99,11.15,0.0598,0.0014,0.0114,0.043,0.0009,0.8614
2101901,Bluegrass Area Development District (Central)--Lexington-Fayette County (Central),Kentucky,15.72,21.3,9.9,0.0888,0.0009,0.0316,0.136,0,0.7067
2101902,Bluegrass Area Development District (Central)--Lexington-Fayette County (Outer),Kentucky,14.89,19.04,9.38,0.0622,0.0011,0.0408,0.1494,0.0003,0.7119
2102000,Bluegrass Area Development District (West),Kentucky,17.76,22.56,11.41,0.0373,0.0004,0.0097,0.0614,0.0005,0.865
2102100,Bluegrass Area Development District (South),Kentucky,18.89,23.92,12.51,0.029,0.0022,0.0088,0.0447,0.0001,0.8982
2102200,Bluegrass Area Development District (Southeast),Kentucky,18.21,23.74,11.93,0.021,0.0032,0.0075,0.0321,0.0022,0.9128
2102300,Bluegrass Area Development District (Northeast),Kentucky,18.74,23.78,12.25,0.039,0.0011,0.0073,0.0438,0,0.8891
2102400,Northern Kentucky Area Development District (North Central)--Kenton County,Kentucky,16.13,20.25,10.27,0.0323,0.0011,0.0127,0.0455,0,0.8852
2102500,Northern Kentucky Area Development District (Northwest)--Boone County,Kentucky,15.42,19.13,9.78,0.0424,0.001,0.024,0.0289,0,0.8774
2102600,Northern Kentucky Area Development District (Southeast),Kentucky,16.9,21.27,11.03,0.0247,0.001,0.0065,0.0237,0.0002,0.9306
2102700,Buffalo Trace & Gateway Area Development Districts,Kentucky,21.05,27.07,13.91,0.0164,0.0022,0.0047,0.024,0.0006,0.9401
2102800,FIVCO Area Development District,Kentucky,19.75,24.92,13.02,0.0138,0.0013,0.0028,0.0141,0.0001,0.9536
2200100,Coordinating & Development Corporation 1--Shreveport City (North),Louisiana,17.85,26.25,10.73,0.0307,0.0035,0.0078,0.5267,0.0001,0.4147
2200101,Coordinating & Development Corporation 2--Shreveport City (South),Louisiana,16.6,23.93,10.06,0.0258,0.0035,0.0177,0.4529,0.0008,0.4819
2200200,Coordinating & Development Corporation 3--Bossier & Webster Parishes,Louisiana,17.48,25.16,10.51,0.0552,0.0044,0.0149,0.253,0.0004,0.6561
2200300,Coordinating & Development Corporation 4--Northwest Louisiana,Louisiana,18.74,27.16,11.57,0.0263,0.0125,0.0069,0.3767,0.0001,0.5533
2200400,North Delta Regional Planning & Development District 1--Ouachita Parish,Louisiana,17.64,25.36,10.61,0.0222,0.0016,0.01,0.3732,0,0.5784
2200500,North Delta Regional Planning & Development District 2--Northeast Louisiana,Louisiana,20.15,28.62,12.68,0.0209,0.0013,0.0025,0.3707,0.0001,0.5973
