Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
National Estimates,National,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 22  –  August 28,Weekly,73.1,71.8 ––– 74.4,19034,0
National Estimates,National,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 22  –  August 28,Weekly,3.2,2.6 ––– 3.8,19034,0
National Estimates,National,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29  –  September 4,Weekly,14.2,13.2 ––– 15.3,19049,0
National Estimates,National,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 29  –  September 4,Weekly,74.1,72.8 ––– 75.4,19049,0
National Estimates,National,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 29  –  September 4,Weekly,8.9,8.0 ––– 9.7,19049,0
National Estimates,National,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 29  –  September 4,Weekly,2.8,2.2 ––– 3.3,19049,0
National Estimates,National,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,71.5,70.7-72.2,62923,0
National Estimates,National,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,3.4,3.1-3.7,62923,0
National Estimates,National,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,10.1,9.6-10.6,62923,0
National Estimates,National,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,15.1,14.5-15.7,62923,0
Jurisdictional Estimates,Alaska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,63.4,59.7-67.0,1273,0
Jurisdictional Estimates,Alaska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,2.4,1.4-4.1,1273,0
Jurisdictional Estimates,Alaska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,11.1,8.7-14.1,1273,0
Jurisdictional Estimates,Alaska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,23.1,19.9-26.7,1273,0
Jurisdictional Estimates,Alabama,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,58,53.4-62.5,894,0
Jurisdictional Estimates,Alabama,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,5.9,3.9-8.9,894,0
Jurisdictional Estimates,Alabama,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,17.5,13.9-21.8,894,0
Jurisdictional Estimates,Alabama,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,18.6,15.2-22.6,894,0
Jurisdictional Estimates,Arkansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,61.5,57.7-65.2,1214,0
Jurisdictional Estimates,Arkansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,4,2.6-6.0,1214,0
Jurisdictional Estimates,Arkansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,13.6,11.0-16.7,1214,0
Jurisdictional Estimates,Arkansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,20.9,17.8-24.4,1214,0
Jurisdictional Estimates,Arizona,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,66.5,62.3-70.4,971,0
Jurisdictional Estimates,Arizona,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,3,1.8-5.1,971,0
Jurisdictional Estimates,Arizona,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,13.4,10.5-16.8,971,0
Jurisdictional Estimates,Arizona,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,17.2,14.1-20.8,971,0
Jurisdictional Estimates,California,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,80.3,77.5-82.9,2322,0
Jurisdictional Estimates,California,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,2,1.3-3.3,2322,0
Jurisdictional Estimates,California,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,7.8,6.1-9.9,2322,0
Jurisdictional Estimates,California,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,9.9,8.0-12.1,2322,0
Jurisdictional Estimates,Colorado,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,74,69.5-78.1,895,0
Jurisdictional Estimates,Colorado,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,3.5,2.1-5.8,895,0
Jurisdictional Estimates,Colorado,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,7.6,5.3-10.7,895,0
Jurisdictional Estimates,Colorado,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,14.9,11.6-18.9,895,0
Jurisdictional Estimates,Connecticut,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,84.3,80.4-87.6,848,0
Jurisdictional Estimates,Connecticut,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,3.6,2.1-6.2,848,0
Jurisdictional Estimates,Connecticut,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,3.5,2.1-5.7,848,0
Jurisdictional Estimates,Connecticut,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,8.6,6.2-11.8,848,0
Jurisdictional Estimates,District of Columbia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,76.9,73.0-80.3,1359,0
Jurisdictional Estimates,District of Columbia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,2.9,1.8-4.6,1359,0
Jurisdictional Estimates,District of Columbia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,9.8,7.3-12.9,1359,0
Jurisdictional Estimates,District of Columbia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,10.5,8.0-13.7,1359,0
Jurisdictional Estimates,Delaware,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,74.5,70.9-77.9,1060,0
Jurisdictional Estimates,Delaware,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,3.2,2.0-5.1,1060,0
Jurisdictional Estimates,Delaware,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,9.2,7.0-11.9,1060,0
Jurisdictional Estimates,Delaware,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,13.1,10.5-16.2,1060,0
Jurisdictional Estimates,Florida,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,72.6,68.5-76.5,1432,0
Jurisdictional Estimates,Florida,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,4.3,2.8-6.7,1432,0
Jurisdictional Estimates,Florida,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,11.3,8.6-14.6,1432,0
Jurisdictional Estimates,Florida,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,11.7,9.1-15.0,1432,0
Jurisdictional Estimates,Georgia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,60.3,56.1-64.3,1124,0
Jurisdictional Estimates,Georgia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,4,2.5-6.3,1124,0
Jurisdictional Estimates,Georgia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,13.2,10.4-16.6,1124,0
Jurisdictional Estimates,Georgia,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,22.5,19.0-26.4,1124,0
Jurisdictional Estimates,Hawaii,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,85.6,83.1-87.8,1539,0
Jurisdictional Estimates,Hawaii,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,1.5,0.9-2.7,1539,0
Jurisdictional Estimates,Hawaii,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,6.8,5.3-8.6,1539,0
Jurisdictional Estimates,Hawaii,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,6.1,4.7-7.9,1539,0
Jurisdictional Estimates,Iowa,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,66.2,59.8-72.0,554,0
Jurisdictional Estimates,Iowa,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,5.2,2.9-9.4,554,0
Jurisdictional Estimates,Iowa,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,8.9,5.6-13.7,554,0
Jurisdictional Estimates,Iowa,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,19.7,15.0-25.6,554,0
Jurisdictional Estimates,Idaho,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,56.7,52.4-60.8,798,0
Jurisdictional Estimates,Idaho,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,2.7,1.5-4.7,798,0
Jurisdictional Estimates,Idaho,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,12.1,9.3-15.5,798,0
Jurisdictional Estimates,Idaho,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,28.6,24.7-32.8,798,0
Jurisdictional Estimates,Illinois,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,77.5,74.2-80.4,1504,0
Jurisdictional Estimates,Illinois,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,3.5,2.3-5.2,1504,0
Jurisdictional Estimates,Illinois,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,7.1,5.3-9.3,1504,0
Jurisdictional Estimates,Illinois,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,12,9.7-14.6,1504,0
Jurisdictional Estimates,Indiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,60.8,54.7-66.7,539,0
Jurisdictional Estimates,Indiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,2.6,1.1-6.1,539,0
Jurisdictional Estimates,Indiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,14.5,10.2-20.2,539,0
Jurisdictional Estimates,Indiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,22.1,17.1-28.0,539,0
Jurisdictional Estimates,Kansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,68.8,64.9-72.5,900,0
Jurisdictional Estimates,Kansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,2.4,1.4-4.1,900,0
Jurisdictional Estimates,Kansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,11.4,8.9-14.5,900,0
Jurisdictional Estimates,Kansas,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,17.4,14.5-20.8,900,0
Jurisdictional Estimates,Kentucky,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,67.2,63.1-71.1,976,0
Jurisdictional Estimates,Kentucky,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,3.8,2.3-6.1,976,0
Jurisdictional Estimates,Kentucky,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,9.2,7.0-12.1,976,0
Jurisdictional Estimates,Kentucky,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,19.8,16.5-23.6,976,0
Jurisdictional Estimates,Louisiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,58.6,55.4-61.8,1750,0
Jurisdictional Estimates,Louisiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,5,3.6-6.9,1750,0
Jurisdictional Estimates,Louisiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,14.6,12.2-17.4,1750,0
Jurisdictional Estimates,Louisiana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,21.7,19.0-24.8,1750,0
Jurisdictional Estimates,Massachusetts,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,85,81.2-88.1,1236,0
Jurisdictional Estimates,Massachusetts,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,1.5,0.7-3.0,1236,0
Jurisdictional Estimates,Massachusetts,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,6.4,4.3-9.4,1236,0
Jurisdictional Estimates,Massachusetts,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,7.2,5.0-10.1,1236,0
Jurisdictional Estimates,Maryland,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,79.3,75.3-82.8,1349,0
Jurisdictional Estimates,Maryland,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,3.9,2.4-6.2,1349,0
Jurisdictional Estimates,Maryland,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,8.1,5.9-11.1,1349,0
Jurisdictional Estimates,Maryland,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,8.7,6.4-11.7,1349,0
Jurisdictional Estimates,Maine,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,81.3,77.4-84.7,785,0
Jurisdictional Estimates,Maine,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,1,0.4-2.4,785,0
Jurisdictional Estimates,Maine,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,4.8,3.1-7.3,785,0
Jurisdictional Estimates,Maine,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,12.9,10.1-16.4,785,0
Jurisdictional Estimates,Michigan,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,65.8,60.8-70.5,927,0
Jurisdictional Estimates,Michigan,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,3.6,1.9-6.5,927,0
Jurisdictional Estimates,Michigan,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,10.5,7.6-14.3,927,0
Jurisdictional Estimates,Michigan,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,20.1,16.1-24.8,927,0
Jurisdictional Estimates,Minnesota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,72.7,68.1-76.8,1027,0
Jurisdictional Estimates,Minnesota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,1.6,0.7-3.7,1027,0
Jurisdictional Estimates,Minnesota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,8.4,6.0-11.8,1027,0
Jurisdictional Estimates,Minnesota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,17.3,13.8-21.5,1027,0
Jurisdictional Estimates,Missouri,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,63.1,58.4-67.5,927,0
Jurisdictional Estimates,Missouri,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,4.6,2.8-7.4,927,0
Jurisdictional Estimates,Missouri,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,9.8,7.1-13.4,927,0
Jurisdictional Estimates,Missouri,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,22.5,18.6-26.9,927,0
Jurisdictional Estimates,Mississippi,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,54.9,51.5-58.2,1544,0
Jurisdictional Estimates,Mississippi,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,5.4,3.9-7.5,1544,0
Jurisdictional Estimates,Mississippi,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,17.1,14.4-20.1,1544,0
Jurisdictional Estimates,Mississippi,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,22.6,19.7-25.8,1544,0
Jurisdictional Estimates,Montana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,61.8,57.9-65.5,1035,0
Jurisdictional Estimates,Montana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,2.9,1.8-4.6,1035,0
Jurisdictional Estimates,Montana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,9.6,7.3-12.5,1035,0
Jurisdictional Estimates,Montana,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,25.8,22.3-29.5,1035,0
Jurisdictional Estimates,North Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,64.3,58.9-69.4,827,0
Jurisdictional Estimates,North Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,3.5,1.9-6.6,827,0
Jurisdictional Estimates,North Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,12.5,9.1-16.9,827,0
Jurisdictional Estimates,North Carolina,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,19.7,15.4-24.8,827,0
Jurisdictional Estimates,North Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,56.4,52.4-60.3,1001,0
Jurisdictional Estimates,North Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,4.8,3.1-7.3,1001,0
Jurisdictional Estimates,North Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,9.3,7.1-12.0,1001,0
Jurisdictional Estimates,North Dakota,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,29.5,25.8-33.6,1001,0
Jurisdictional Estimates,Nebraska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,68.2,62.7-73.1,590,0
Jurisdictional Estimates,Nebraska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,1.7,0.6-4.3,590,0
Jurisdictional Estimates,Nebraska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,10.1,7.0-14.4,590,0
Jurisdictional Estimates,Nebraska,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,20.1,15.8-25.1,590,0
Jurisdictional Estimates,New Hampshire,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,76.2,72.7-79.5,1324,0
Jurisdictional Estimates,New Hampshire,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,2.5,1.5-4.2,1324,0
Jurisdictional Estimates,New Hampshire,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,6.1,4.3-8.4,1324,0
Jurisdictional Estimates,New Hampshire,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,15.2,12.4-18.4,1324,0
Jurisdictional Estimates,New Jersey,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,81.5,77.8-84.7,1025,0
Jurisdictional Estimates,New Jersey,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,2.2,1.1-4.1,1025,0
Jurisdictional Estimates,New Jersey,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,7.8,5.7-10.6,1025,0
Jurisdictional Estimates,New Jersey,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,8.5,6.4-11.3,1025,0
Jurisdictional Estimates,New Mexico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,80.4,77.2-83.2,1165,0
Jurisdictional Estimates,New Mexico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,2.3,1.4-3.9,1165,0
Jurisdictional Estimates,New Mexico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,6.8,5.1-8.9,1165,0
Jurisdictional Estimates,New Mexico,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,10.5,8.4-13.1,1165,0
Jurisdictional Estimates,Nevada,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,68.4,65.2-71.5,1369,0
Jurisdictional Estimates,Nevada,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Definitely Plan to Get Vaccinated,August 1 – August 28,Monthly,4.7,3.3-6.5,1369,0
Jurisdictional Estimates,Nevada,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably Will Get Vaccinated or Unsure,August 1 – August 28,Monthly,11.2,9.1-13.7,1369,0
Jurisdictional Estimates,Nevada,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,15.7,13.3-18.5,1369,0
Jurisdictional Estimates,New York,All Adults Age 18+,Overall,Vaccination and Intent 4 level grouping,Vaccinated,August 1 – August 28,Monthly,76.7,73.6-79.6,2145,0
