state,county,lat,lon,statefips,countyfips,maskdays,days,maskcoverage
TN, Fentress County, 36.429959, -84.928056, 47, 49, 0, 493, 0.0
TN, Franklin County, 35.172603, -86.110968, 47, 51, 0, 493, 0.0
TN, Gibson County, 35.992057, -88.937573, 47, 53, 0, 493, 0.0
TN, Giles County, 35.19729, -87.032078, 47, 55, 0, 493, 0.0
TN, Grainger County, 36.272397, -83.513265, 47, 57, 0, 493, 0.0
TN, Greene County, 36.16941, -82.841227, 47, 59, 0, 493, 0.0
TN, Grundy County, 35.410888, -85.726656, 47, 61, 0, 493, 0.0
TN, Hamblen County, 36.200346, -83.2667, 47, 63, 0, 493, 0.0
TN, Hamilton County, 35.184461, -85.168814, 47, 65, 0, 493, 0.0
TN, Hancock County, 36.496314, -83.280058, 47, 67, 0, 493, 0.0
TN, Hardeman County, 35.204194, -88.990326, 47, 69, 0, 493, 0.0
TN, Hardin County, 35.196836, -88.184479, 47, 71, 0, 493, 0.0
TN, Hawkins County, 36.43755, -82.944656, 47, 73, 0, 493, 0.0
TN, Haywood County, 35.582179, -89.279692, 47, 75, 0, 493, 0.0
TN, Henderson County, 35.655339, -88.388018, 47, 77, 0, 493, 0.0
TN, Henry County, 36.324111, -88.301249, 47, 79, 0, 493, 0.0
TN, Hickman County, 35.801766, -87.468139, 47, 81, 0, 493, 0.0
TN, Houston County, 36.28406, -87.642535, 47, 83, 0, 493, 0.0
TN, Humphreys County, 36.05447, -87.770987, 47, 85, 0, 493, 0.0
TN, Jackson County, 36.359228, -85.673208, 47, 87, 0, 493, 0.0
TN, Jefferson County, 36.042009, -83.442715, 47, 89, 0, 493, 0.0
TN, Johnson County, 36.466919, -81.837796, 47, 91, 0, 493, 0.0
TN, Knox County, 36.014192, -83.91584, 47, 93, 0, 493, 0.0
TN, Lake County, 36.299745, -89.480982, 47, 95, 0, 493, 0.0
TN, Lauderdale County, 35.773302, -89.575142, 47, 97, 0, 493, 0.0
TN, Lawrence County, 35.221812, -87.398392, 47, 99, 0, 493, 0.0
TN, Lewis County, 35.513507, -87.537818, 47, 101, 0, 493, 0.0
TN, Lincoln County, 35.150869, -86.584001, 47, 103, 0, 493, 0.0
TN, Loudon County, 35.758436, -84.27688, 47, 105, 0, 493, 0.0
TN, McMinn County, 35.416897, -84.613091, 47, 107, 0, 493, 0.0
TN, McNairy County, 35.172484, -88.552324, 47, 109, 0, 493, 0.0
TN, Macon County, 36.529505, -86.007274, 47, 111, 0, 493, 0.0
TN, Madison County, 35.611199, -88.833918, 47, 113, 0, 493, 0.0
TN, Marion County, 35.13532, -85.575988, 47, 115, 0, 493, 0.0
TN, Marshall County, 35.428953, -86.779574, 47, 117, 0, 493, 0.0
TN, Maury County, 35.625119, -87.082386, 47, 119, 0, 493, 0.0
TN, Meigs County, 35.624959, -84.724547, 47, 121, 0, 493, 0.0
TN, Monroe County, 35.434463, -84.248387, 47, 123, 0, 493, 0.0
TN, Montgomery County, 36.481547, -87.38292, 47, 125, 0, 493, 0.0
TN, Moore County, 35.286446, -86.348782, 47, 127, 0, 493, 0.0
TN, Morgan County, 36.12053, -84.653512, 47, 129, 0, 493, 0.0
TN, Obion County, 36.35448, -89.148828, 47, 131, 0, 493, 0.0
TN, Overton County, 36.359267, -85.284165, 47, 133, 0, 493, 0.0
TN, Perry County, 35.64396, -87.878706, 47, 135, 0, 493, 0.0
TN, Pickett County, 36.552577, -85.14394, 47, 137, 0, 493, 0.0
TN, Polk County, 35.127334, -84.523308, 47, 139, 0, 493, 0.0
TN, Putnam County, 36.154977, -85.430929, 47, 141, 0, 493, 0.0
TN, Rhea County, 35.651862, -84.884898, 47, 143, 0, 493, 0.0
TN, Roane County, 35.828193, -84.563164, 47, 145, 0, 493, 0.0
TN, Robertson County, 36.510495, -86.870556, 47, 147, 0, 493, 0.0
TN, Rutherford County, 35.830733, -86.411472, 47, 149, 0, 493, 0.0
TN, Scott County, 36.422338, -84.508581, 47, 151, 0, 493, 0.0
TN, Sequatchie County, 35.351001, -85.391778, 47, 153, 0, 493, 0.0
TN, Sevier County, 35.776302, -83.519095, 47, 155, 0, 493, 0.0
TN, Shelby County, 35.192547, -89.868261, 47, 157, 0, 493, 0.0
TN, Smith County, 36.251307, -85.971126, 47, 159, 0, 493, 0.0
TN, Stewart County, 36.48131, -87.838459, 47, 161, 0, 493, 0.0
TN, Sullivan County, 36.496708, -82.310792, 47, 163, 0, 493, 0.0
TN, Sumner County, 36.491272, -86.460352, 47, 165, 0, 493, 0.0
TN, Tipton County, 35.522224, -89.739177, 47, 167, 0, 493, 0.0
TN, Trousdale County, 36.385512, -86.169812, 47, 169, 0, 493, 0.0
TN, Unicoi County, 36.077102, -82.500638, 47, 171, 0, 493, 0.0
TN, Union County, 36.28826, -83.840792, 47, 173, 0, 493, 0.0
TN, Van Buren County, 35.682898, -85.470658, 47, 175, 0, 493, 0.0
TN, Warren County, 35.681348, -85.778539, 47, 177, 0, 493, 0.0
TN, Washington County, 36.296034, -82.497454, 47, 179, 0, 493, 0.0
TN, Wayne County, 35.236712, -87.78501, 47, 181, 0, 493, 0.0
TN, Weakley County, 36.284168, -88.699908, 47, 183, 0, 493, 0.0
TN, White County, 35.945285, -85.455543, 47, 185, 0, 493, 0.0
TN, Williamson County, 35.914312, -86.892744, 47, 187, 0, 493, 0.0
TN, Wilson County, 36.142796, -86.274245, 47, 189, 0, 493, 0.0
TX, Anderson County, 31.835596, -95.646451, 48, 1, 250, 493, 0.51
TX, Andrews County, 32.304977, -102.637782, 48, 3, 250, 493, 0.51
TX, Angelina County, 31.270068, -94.654709, 48, 5, 250, 493, 0.51
TX, Aransas County, 28.048563, -96.987859, 48, 7, 250, 493, 0.51
TX, Archer County, 33.615204, -98.687649, 48, 9, 250, 493, 0.51
TX, Armstrong County, 34.965086, -101.357364, 48, 11, 250, 493, 0.51
TX, Atascosa County, 28.903028, -98.533865, 48, 13, 250, 493, 0.51
TX, Austin County, 29.93332, -96.273303, 48, 15, 250, 493, 0.51
TX, Bailey County, 34.068815, -102.829879, 48, 17, 250, 493, 0.51
TX, Bandera County, 29.763428, -99.246216, 48, 19, 250, 493, 0.51
TX, Bastrop County, 30.09199, -97.3073, 48, 21, 250, 493, 0.51
TX, Baylor County, 33.616303, -99.213509, 48, 23, 250, 493, 0.51
TX, Bee County, 28.361122, -97.706268, 48, 25, 250, 493, 0.51
TX, Bell County, 31.05239, -97.471799, 48, 27, 250, 493, 0.51
TX, Bexar County, 29.42971, -98.526554, 48, 29, 250, 493, 0.51
TX, Blanco County, 30.276269, -98.404272, 48, 31, 250, 493, 0.51
TX, Borden County, 32.743401, -101.431756, 48, 33, 250, 493, 0.51
TX, Bosque County, 31.918139, -97.670328, 48, 35, 250, 493, 0.51
TX, Bowie County, 33.445655, -94.522274, 48, 37, 250, 493, 0.51
TX, Brazoria County, 29.120005, -95.406398, 48, 39, 250, 493, 0.51
TX, Brazos County, 30.691464, -96.319957, 48, 41, 250, 493, 0.51
TX, Brewster County, 29.843571, -103.251738, 48, 43, 250, 493, 0.51
TX, Briscoe County, 34.529972, -101.208598, 48, 45, 250, 493, 0.51
TX, Brooks County, 27.033323, -98.204094, 48, 47, 250, 493, 0.51
TX, Brown County, 31.755478, -98.978105, 48, 49, 250, 493, 0.51
TX, Burleson County, 30.482322, -96.626695, 48, 51, 250, 493, 0.51
TX, Burnet County, 30.80787, -98.176411, 48, 53, 250, 493, 0.51
TX, Caldwell County, 29.831661, -97.624416, 48, 55, 250, 493, 0.51
TX, Calhoun County, 28.479612, -96.569173, 48, 57, 250, 493, 0.51
TX, Callahan County, 32.297522, -99.373491, 48, 59, 250, 493, 0.51
TX, Cameron County, 26.126188, -97.421491, 48, 61, 250, 493, 0.51
TX, Camp County, 32.989648, -94.982542, 48, 63, 250, 493, 0.51
TX, Carson County, 35.403341, -101.354182, 48, 65, 250, 493, 0.51
TX, Cass County, 33.068033, -94.347637, 48, 67, 250, 493, 0.51
TX, Castro County, 34.529962, -102.261657, 48, 69, 250, 493, 0.51
TX, Chambers County, 29.715372, -94.671354, 48, 71, 250, 493, 0.51
TX, Cherokee County, 31.889985, -95.194716, 48, 73, 250, 493, 0.51
TX, Childress County, 34.529603, -100.20757, 48, 75, 250, 493, 0.51
TX, Clay County, 33.782835, -98.20535, 48, 77, 250, 493, 0.51
TX, Cochran County, 33.606543, -102.828439, 48, 79, 250, 493, 0.51
TX, Coke County, 31.888491, -100.529915, 48, 81, 250, 493, 0.51
TX, Coleman County, 31.769142, -99.45712, 48, 83, 250, 493, 0.51
TX, Collin County, 33.191685, -96.572386, 48, 85, 250, 493, 0.51
TX, Collingsworth County, 34.965028, -100.270077, 48, 87, 250, 493, 0.51
TX, Colorado County, 29.61981, -96.52111, 48, 89, 250, 493, 0.51
TX, Comal County, 29.807127, -98.224524, 48, 91, 250, 493, 0.51
TX, Comanche County, 31.932384, -98.564059, 48, 93, 250, 493, 0.51
TX, Concho County, 31.332416, -99.863942, 48, 95, 250, 493, 0.51
TX, Cooke County, 33.60767, -97.299334, 48, 97, 250, 493, 0.51
TX, Coryell County, 31.390328, -97.799182, 48, 99, 250, 493, 0.51
TX, Cottle County, 34.074125, -100.282196, 48, 101, 250, 493, 0.51
TX, Crane County, 31.454823, -102.511089, 48, 103, 250, 493, 0.51
TX, Crockett County, 30.724578, -101.327056, 48, 105, 250, 493, 0.51
TX, Crosby County, 33.614587, -101.299959, 48, 107, 250, 493, 0.51
TX, Culberson County, 31.443595, -104.508939, 48, 109, 250, 493, 0.51
TX, Dallam County, 36.277816, -102.60221, 48, 111, 250, 493, 0.51
TX, Dallas County, 32.766808, -96.777861, 48, 113, 250, 493, 0.51
TX, Dawson County, 32.742314, -101.947669, 48, 115, 250, 493, 0.51
TX, Deaf Smith County, 34.966999, -102.604953, 48, 117, 250, 493, 0.51
TX, Delta County, 33.393348, -95.71823, 48, 119, 250, 493, 0.51
TX, Denton County, 33.20608, -97.116985, 48, 121, 250, 493, 0.51
TX, DeWitt County, 29.106216, -97.297794, 48, 123, 250, 493, 0.51
TX, Dickens County, 33.616509, -100.778875, 48, 125, 250, 493, 0.51
TX, Dimmit County, 28.422393, -99.756729, 48, 127, 250, 493, 0.51
TX, Donley County, 34.965751, -100.813955, 48, 129, 250, 493, 0.51
TX, Duval County, 27.684092, -98.512706, 48, 131, 250, 493, 0.51
TX, Eastland County, 32.33547, -98.838456, 48, 133, 250, 493, 0.51
TX, Ector County, 31.869159, -102.54274, 48, 135, 250, 493, 0.51
TX, Edwards County, 29.95639, -100.352082, 48, 137, 250, 493, 0.51
TX, Ellis County, 32.354089, -96.801173, 48, 139, 250, 493, 0.51
TX, El Paso County, 31.809724, -106.194048, 48, 141, 250, 493, 0.51
TX, Erath County, 32.246442, -98.224516, 48, 143, 250, 493, 0.51
TX, Falls County, 31.254009, -96.935821, 48, 145, 250, 493, 0.51
TX, Fannin County, 33.58233, -96.085112, 48, 147, 250, 493, 0.51
TX, Fayette County, 29.84992, -96.945194, 48, 149, 250, 493, 0.51
TX, Fisher County, 32.743044, -100.402119, 48, 151, 250, 493, 0.51
TX, Floyd County, 34.072421, -101.303236, 48, 153, 250, 493, 0.51
TX, Foard County, 33.958087, -99.777947, 48, 155, 250, 493, 0.51
TX, Fort Bend County, 29.531636, -95.777187, 48, 157, 250, 493, 0.51
TX, Franklin County, 33.17661, -95.217206, 48, 159, 250, 493, 0.51
TX, Freestone County, 31.698818, -96.173378, 48, 161, 250, 493, 0.51
TX, Frio County, 28.867833, -99.108265, 48, 163, 250, 493, 0.51
TX, Gaines County, 32.740908, -102.635212, 48, 165, 250, 493, 0.51
TX, Galveston County, 29.349076, -94.869036, 48, 167, 250, 493, 0.51
TX, Garza County, 33.179784, -101.298434, 48, 169, 250, 493, 0.51
TX, Gillespie County, 30.318311, -98.94649, 48, 171, 250, 493, 0.51
TX, Glasscock County, 31.869322, -101.5208, 48, 173, 250, 493, 0.51
TX, Goliad County, 28.660934, -97.401251, 48, 175, 250, 493, 0.51
TX, Gonzales County, 29.457423, -97.498015, 48, 177, 250, 493, 0.51
TX, Gray County, 35.401696, -100.812563, 48, 179, 250, 493, 0.51
TX, Grayson County, 33.620075, -96.67772, 48, 181, 250, 493, 0.51
TX, Gregg County, 32.482498, -94.816959, 48, 183, 250, 493, 0.51
TX, Grimes County, 30.56265, -95.985523, 48, 185, 250, 493, 0.51
TX, Guadalupe County, 29.561568, -97.943408, 48, 187, 250, 493, 0.51
TX, Hale County, 34.070257, -101.82689, 48, 189, 250, 493, 0.51
TX, Hall County, 34.530709, -100.681126, 48, 191, 250, 493, 0.51
TX, Hamilton County, 31.687532, -98.105431, 48, 193, 250, 493, 0.51
TX, Hansford County, 36.277433, -101.354543, 48, 195, 250, 493, 0.51
TX, Hardeman County, 34.262123, -99.766898, 48, 197, 250, 493, 0.51
TX, Hardin County, 30.314062, -94.416973, 48, 199, 250, 493, 0.51
TX, Harris County, 29.850568, -95.454757, 48, 201, 250, 493, 0.51
TX, Harrison County, 32.532528, -94.311773, 48, 203, 250, 493, 0.51
TX, Hartley County, 35.840006, -102.602879, 48, 205, 250, 493, 0.51
TX, Haskell County, 33.178137, -99.730297, 48, 207, 250, 493, 0.51
TX, Hays County, 30.055235, -98.035505, 48, 209, 250, 493, 0.51
TX, Hemphill County, 35.837603, -100.27048, 48, 211, 250, 493, 0.51
TX, Henderson County, 32.192797, -95.863247, 48, 213, 250, 493, 0.51
TX, Hidalgo County, 26.388299, -98.224135, 48, 215, 250, 493, 0.51
TX, Hill County, 32.02338, -97.17065, 48, 217, 250, 493, 0.51
TX, Hockley County, 33.606861, -102.343203, 48, 219, 250, 493, 0.51
TX, Hood County, 32.436117, -97.836585, 48, 221, 250, 493, 0.51
TX, Hopkins County, 33.155583, -95.526871, 48, 223, 250, 493, 0.51
TX, Houston County, 31.336094, -95.428976, 48, 225, 250, 493, 0.51
TX, Howard County, 32.305983, -101.435517, 48, 227, 250, 493, 0.51
TX, Hudspeth County, 31.487305, -105.376002, 48, 229, 250, 493, 0.51
TX, Hunt County, 33.144511, -96.082536, 48, 231, 250, 493, 0.51
TX, Hutchinson County, 35.839992, -101.354707, 48, 233, 250, 493, 0.51
TX, Irion County, 31.304834, -100.982442, 48, 235, 250, 493, 0.51
TX, Jack County, 33.235492, -98.172454, 48, 237, 250, 493, 0.51
TX, Jackson County, 28.938642, -96.551394, 48, 239, 250, 493, 0.51
TX, Jasper County, 30.904689, -94.029516, 48, 241, 250, 493, 0.51
TX, Jeff Davis County, 30.739768, -104.128445, 48, 243, 250, 493, 0.51
TX, Jefferson County, 29.84176, -94.147474, 48, 245, 250, 493, 0.51
TX, Jim Hogg County, 27.038486, -98.711629, 48, 247, 250, 493, 0.51
TX, Jim Wells County, 27.780539, -98.08657, 48, 249, 250, 493, 0.51
TX, Johnson County, 32.379757, -97.366363, 48, 251, 250, 493, 0.51
TX, Jones County, 32.740053, -99.878699, 48, 253, 250, 493, 0.51
TX, Karnes County, 28.889052, -97.880396, 48, 255, 250, 493, 0.51
TX, Kaufman County, 32.600224, -96.29083, 48, 257, 250, 493, 0.51
TX, Kendall County, 29.946973, -98.716373, 48, 259, 250, 493, 0.51
TX, Kenedy County, 26.925547, -97.641527, 48, 261, 250, 493, 0.51
TX, Kent County, 33.181177, -100.777574, 48, 263, 250, 493, 0.51
TX, Kerr County, 30.097402, -99.484184, 48, 265, 250, 493, 0.51
TX, Kimble County, 30.5007, -99.748669, 48, 267, 250, 493, 0.51
TX, King County, 33.61676, -100.255857, 48, 269, 250, 493, 0.51
TX, Kinney County, 29.354665, -100.41792, 48, 271, 250, 493, 0.51
TX, Kleberg County, 27.419379, -97.668423, 48, 273, 250, 493, 0.51
TX, Knox County, 33.602846, -99.744928, 48, 275, 250, 493, 0.51
TX, Lamar County, 33.673237, -95.56596, 48, 277, 250, 493, 0.51
TX, Lamb County, 34.069052, -102.35171, 48, 279, 250, 493, 0.51
TX, Lampasas County, 31.214573, -98.235152, 48, 281, 250, 493, 0.51
TX, La Salle County, 28.344331, -99.099665, 48, 283, 250, 493, 0.51
TX, Lavaca County, 29.372542, -96.923681, 48, 285, 250, 493, 0.51
TX, Lee County, 30.275345, -96.91338, 48, 287, 250, 493, 0.51
TX, Leon County, 31.29973, -96.000898, 48, 289, 250, 493, 0.51
TX, Liberty County, 30.163058, -94.855259, 48, 291, 250, 493, 0.51
TX, Limestone County, 31.548562, -96.575317, 48, 293, 250, 493, 0.51
TX, Lipscomb County, 36.277783, -100.273121, 48, 295, 250, 493, 0.51
TX, Live Oak County, 28.335474, -98.129793, 48, 297, 250, 493, 0.51
TX, Llano County, 30.710246, -98.684095, 48, 299, 250, 493, 0.51
TX, Loving County, 31.82594, -103.507934, 48, 301, 250, 493, 0.51
TX, Lubbock County, 33.61004, -101.820546, 48, 303, 250, 493, 0.51
TX, Lynn County, 33.176908, -101.816139, 48, 305, 250, 493, 0.51
TX, McCulloch County, 31.178587, -99.333794, 48, 307, 250, 493, 0.51
TX, McLennan County, 31.550496, -97.201797, 48, 309, 250, 493, 0.51
TX, McMullen County, 28.352709, -98.567846, 48, 311, 250, 493, 0.51
TX, Madison County, 30.973164, -95.934461, 48, 313, 250, 493, 0.51
TX, Marion County, 32.78714, -94.417339, 48, 315, 250, 493, 0.51
TX, Martin County, 32.305456, -101.951219, 48, 317, 250, 493, 0.51
TX, Mason County, 30.719945, -99.226131, 48, 319, 250, 493, 0.51
TX, Matagorda County, 28.804321, -96.010719, 48, 321, 250, 493, 0.51
TX, Maverick County, 28.776675, -100.309221, 48, 323, 250, 493, 0.51
TX, Medina County, 29.357765, -99.150727, 48, 325, 250, 493, 0.51
TX, Menard County, 30.898939, -99.820595, 48, 327, 250, 493, 0.51
TX, Midland County, 31.869208, -102.031629, 48, 329, 250, 493, 0.51
TX, Milam County, 30.792139, -96.97685, 48, 331, 250, 493, 0.51
TX, Mills County, 31.530389, -98.57061, 48, 333, 250, 493, 0.51
TX, Mitchell County, 32.306721, -100.921223, 48, 335, 250, 493, 0.51
TX, Montague County, 33.659369, -97.72137, 48, 337, 250, 493, 0.51
TX, Montgomery County, 30.337331, -95.532582, 48, 339, 250, 493, 0.51
TX, Moore County, 35.837714, -101.892932, 48, 341, 250, 493, 0.51
TX, Morris County, 33.114852, -94.734243, 48, 343, 250, 493, 0.51
TX, Motley County, 34.073988, -100.77981, 48, 345, 250, 493, 0.51
TX, Nacogdoches County, 31.643153, -94.610755, 48, 347, 250, 493, 0.51
TX, Navarro County, 32.045788, -96.472447, 48, 349, 250, 493, 0.51
TX, Newton County, 30.851593, -93.720844, 48, 351, 250, 493, 0.51
TX, Nolan County, 32.303091, -100.40607, 48, 353, 250, 493, 0.51
TX, Nueces County, 27.703663, -97.525411, 48, 355, 250, 493, 0.51
TX, Ochiltree County, 36.27847, -100.815642, 48, 357, 250, 493, 0.51
TX, Oldham County, 35.405785, -102.602891, 48, 359, 250, 493, 0.51
TX, Orange County, 30.12294, -93.890687, 48, 361, 250, 493, 0.51
TX, Palo Pinto County, 32.749024, -98.299126, 48, 363, 250, 493, 0.51
TX, Panola County, 32.158376, -94.300054, 48, 365, 250, 493, 0.51
TX, Parker County, 32.777994, -97.80509, 48, 367, 250, 493, 0.51
TX, Parmer County, 34.53017, -102.784506, 48, 369, 250, 493, 0.51
TX, Pecos County, 30.787811, -102.785251, 48, 371, 250, 493, 0.51
TX, Polk County, 30.805717, -94.836347, 48, 373, 250, 493, 0.51
TX, Potter County, 35.401436, -101.894003, 48, 375, 250, 493, 0.51
TX, Presidio County, 30.0378, -104.231349, 48, 377, 250, 493, 0.51
TX, Rains County, 32.877377, -95.793375, 48, 379, 250, 493, 0.51
TX, Randall County, 34.965552, -101.896958, 48, 381, 250, 493, 0.51
TX, Reagan County, 31.36538, -101.523012, 48, 383, 250, 493, 0.51
TX, Real County, 29.822772, -99.840795, 48, 385, 250, 493, 0.51
TX, Red River County, 33.618638, -95.055841, 48, 387, 250, 493, 0.51
TX, Reeves County, 31.254072, -103.738546, 48, 389, 250, 493, 0.51
TX, Refugio County, 28.294984, -97.262157, 48, 391, 250, 493, 0.51
TX, Roberts County, 35.838743, -100.813411, 48, 393, 250, 493, 0.51
TX, Robertson County, 31.029029, -96.517173, 48, 395, 250, 493, 0.51
TX, Rockwall County, 32.89794, -96.40778, 48, 397, 250, 493, 0.51
TX, Runnels County, 31.830234, -99.976238, 48, 399, 250, 493, 0.51
TX, Rusk County, 32.107274, -94.788475, 48, 401, 250, 493, 0.51
TX, Sabine County, 31.338265, -93.856127, 48, 403, 250, 493, 0.51
TX, San Augustine County, 31.388645, -94.172172, 48, 405, 250, 493, 0.51
TX, San Jacinto County, 30.529636, -95.192961, 48, 407, 250, 493, 0.51
TX, San Patricio County, 28.007977, -97.518368, 48, 409, 250, 493, 0.51
TX, San Saba County, 31.157002, -98.857906, 48, 411, 250, 493, 0.51
TX, Schleicher County, 30.897574, -100.538546, 48, 413, 250, 493, 0.51
TX, Scurry County, 32.745738, -100.916393, 48, 415, 250, 493, 0.51
TX, Shackelford County, 32.736032, -99.354075, 48, 417, 250, 493, 0.51
TX, Shelby County, 31.802402, -94.14511, 48, 419, 250, 493, 0.51
TX, Sherman County, 36.277886, -101.893475, 48, 421, 250, 493, 0.51
TX, Smith County, 32.352225, -95.244591, 48, 423, 250, 493, 0.51
TX, Somervell County, 32.22428, -97.777501, 48, 425, 250, 493, 0.51
TX, Starr County, 26.559717, -98.704017, 48, 427, 250, 493, 0.51
TX, Stephens County, 32.736167, -98.836166, 48, 429, 250, 493, 0.51
TX, Sterling County, 31.832196, -101.047053, 48, 431, 250, 493, 0.51
TX, Stonewall County, 33.179363, -100.253307, 48, 433, 250, 493, 0.51
TX, Sutton County, 30.497939, -100.5382, 48, 435, 250, 493, 0.51
TX, Swisher County, 34.530189, -101.735067, 48, 437, 250, 493, 0.51
TX, Tarrant County, 32.7713, -97.29122, 48, 439, 250, 493, 0.51
TX, Taylor County, 32.301358, -99.890133, 48, 441, 250, 493, 0.51
TX, Terrell County, 30.221303, -102.067703, 48, 443, 250, 493, 0.51
TX, Terry County, 33.173816, -102.3352, 48, 445, 250, 493, 0.51
TX, Throckmorton County, 33.177666, -99.212356, 48, 447, 250, 493, 0.51
TX, Titus County, 33.230504, -94.968714, 48, 449, 250, 493, 0.51
TX, Tom Green County, 31.390411, -100.422548, 48, 451, 250, 493, 0.51
TX, Travis County, 30.261556, -97.708968, 48, 453, 250, 493, 0.51
TX, Trinity County, 31.087967, -95.131079, 48, 455, 250, 493, 0.51
TX, Tyler County, 30.759742, -94.382269, 48, 457, 250, 493, 0.51
TX, Upshur County, 32.724948, -94.946029, 48, 459, 250, 493, 0.51
TX, Upton County, 31.367353, -102.043033, 48, 461, 250, 493, 0.51
TX, Uvalde County, 29.35701, -99.762204, 48, 463, 250, 493, 0.51
TX, Val Verde County, 29.939713, -101.098632, 48, 465, 250, 493, 0.51
TX, Van Zandt County, 32.564161, -95.83655, 48, 467, 250, 493, 0.51
TX, Victoria County, 28.798809, -96.966491, 48, 469, 250, 493, 0.51
TX, Walker County, 30.714389, -95.545516, 48, 471, 250, 493, 0.51
TX, Waller County, 29.937063, -95.991372, 48, 473, 250, 493, 0.51
TX, Ward County, 31.507842, -103.110447, 48, 475, 250, 493, 0.51
TX, Washington County, 30.216796, -96.403427, 48, 477, 250, 493, 0.51
TX, Webb County, 27.696376, -99.176817, 48, 479, 250, 493, 0.51
TX, Wharton County, 29.274332, -96.183102, 48, 481, 250, 493, 0.51
TX, Wheeler County, 35.401209, -100.269627, 48, 483, 250, 493, 0.51
TX, Wichita County, 33.985095, -98.703645, 48, 485, 250, 493, 0.51
TX, Wilbarger County, 34.031319, -99.262282, 48, 487, 250, 493, 0.51
TX, Willacy County, 26.454221, -97.591817, 48, 489, 250, 493, 0.51
TX, Williamson County, 30.677753, -97.636864, 48, 491, 250, 493, 0.51
TX, Wilson County, 29.169997, -98.109682, 48, 493, 250, 493, 0.51
TX, Winkler County, 31.826822, -103.044622, 48, 495, 250, 493, 0.51
TX, Wise County, 33.214966, -97.654435, 48, 497, 250, 493, 0.51
TX, Wood County, 32.781616, -95.382121, 48, 499, 250, 493, 0.51
TX, Yoakum County, 33.17345, -102.827791, 48, 501, 250, 493, 0.51
TX, Young County, 33.175861, -98.687778, 48, 503, 250, 493, 0.51
TX, Zapata County, 27.051898, -99.163847, 48, 505, 250, 493, 0.51
TX, Zavala County, 28.866556, -99.760588, 48, 507, 250, 493, 0.51
UT, Beaver County, 38.362004, -113.235816, 49, 1, 170, 493, 0.34
UT, Box Elder County, 41.498657, -113.081978, 49, 3, 178, 493, 0.36
UT, Cache County, 41.730153, -111.736306, 49, 5, 178, 493, 0.36
UT, Carbon County, 39.641017, -110.58895, 49, 7, 178, 493, 0.36
UT, Daggett County, 40.909483, -109.555287, 49, 9, 160, 493, 0.32
UT, Davis County, 40.999519, -112.148855, 49, 11, 178, 493, 0.36
UT, Duchesne County, 40.293878, -110.430985, 49, 13, 170, 493, 0.34
UT, Emery County, 38.984674, -110.700482, 49, 15, 170, 493, 0.34
UT, Garfield County, 37.845394, -111.44314, 49, 17, 178, 493, 0.36
UT, Grand County, 38.981248, -109.532139, 49, 19, 178, 493, 0.36
UT, Iron County, 37.838815, -113.274195, 49, 21, 168, 493, 0.34
UT, Juab County, 39.72807, -112.78489, 49, 23, 178, 493, 0.36
UT, Kane County, 37.268529, -111.887945, 49, 25, 160, 493, 0.32
UT, Millard County, 39.063949, -113.100411, 49, 27, 178, 493, 0.36
UT, Morgan County, 41.089478, -111.632263, 49, 29, 178, 493, 0.36
UT, Piute County, 38.330859, -112.126925, 49, 31, 160, 493, 0.32
UT, Rich County, 41.622172, -111.225606, 49, 33, 160, 493, 0.32
UT, Salt Lake County, 40.636951, -111.966207, 49, 35, 178, 493, 0.36
UT, San Juan County, 37.614702, -109.664491, 49, 37, 178, 493, 0.36
UT, Sanpete County, 39.334572, -111.530554, 49, 39, 178, 493, 0.36
UT, Sevier County, 38.76756, -111.816101, 49, 41, 178, 493, 0.36
UT, Summit County, 40.861066, -111.230352, 49, 43, 178, 493, 0.36
UT, Tooele County, 40.452387, -113.131041, 49, 45, 178, 493, 0.36
UT, Uintah County, 40.127877, -109.511721, 49, 47, 178, 493, 0.36
UT, Utah County, 40.210261, -111.773078, 49, 49, 178, 493, 0.36
UT, Wasatch County, 40.351507, -111.102258, 49, 51, 178, 493, 0.36
UT, Washington County, 37.263053, -113.504959, 49, 53, 178, 493, 0.36
UT, Wayne County, 38.326018, -110.903708, 49, 55, 160, 493, 0.32
UT, Weber County, 41.275413, -111.921466, 49, 57, 178, 493, 0.36
VT, Addison County, 44.058454, -73.141004, 50, 1, 317, 493, 0.64
VT, Bennington County, 43.039919, -73.135726, 50, 3, 317, 493, 0.64
VT, Caledonia County, 44.50471, -72.082044, 50, 5, 317, 493, 0.64
VT, Chittenden County, 44.475635, -73.08512, 50, 7, 317, 493, 0.64
VT, Essex County, 44.838097, -71.740874, 50, 9, 317, 493, 0.64
VT, Franklin County, 44.829316, -72.991468, 50, 11, 317, 493, 0.64
VT, Grand Isle County, 44.864536, -73.286796, 50, 13, 317, 493, 0.64
VT, Lamoille County, 44.635035, -72.646683, 50, 15, 317, 493, 0.64
VT, Orange County, 43.999907, -72.331228, 50, 17, 317, 493, 0.64
VT, Orleans County, 44.835364, -72.272128, 50, 19, 317, 493, 0.64
VT, Rutland County, 43.573399, -73.029652, 50, 21, 317, 493, 0.64
VT, Washington County, 44.254874, -72.712303, 50, 23, 317, 493, 0.64
VT, Windham County, 42.998725, -72.719314, 50, 25, 317, 493, 0.64
VT, Windsor County, 43.587025, -72.559877, 50, 27, 317, 493, 0.64
